Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
What is the human heart?,a muscular organ that pumps blood throughout the body via the circulatory system,"organs used for breathing, where oxygen is taken in and carbon dioxide is expelled","the largest organ of the human body, providing protection and helping regulate temperature",the body's defence system against infections and diseases,A,the human heart is: a muscular organ that pumps blood throughout the body via the circulatory system,Science,Human Body
"Which term matches this description: ""the temperature at which a solid turns into a liquid""?",density,melting point,momentum,the electromagnetic spectrum,B,The description matches melting point: the temperature at which a solid turns into a liquid,Science,Physics
Which statement correctly describes a compound?,a substance formed when two or more elements chemically combine in fixed proportions,a technique used to separate the components of a mixture based on their movement through a medium,the substance that gets dissolved in a solution,the principle stating that mass is neither created nor destroyed in a chemical reaction,A,"By definition, a compound is: a substance formed when two or more elements chemically combine in fixed proportions",Science,Chemistry
Which element has the chemical symbol 'Pu'?,Sodium,Potassium,Plutonium,Zinc,C,The element with symbol Pu is Plutonium.,Science,Periodic Table
What is fossil fuels?,"the contamination of water bodies, often due to industrial waste, sewage, or agricultural runoff","non-renewable energy sources formed from the remains of ancient organisms, such as coal, oil, and natural gas","the process by which certain gases trap heat in Earth's atmosphere, warming the planet",the variety of life in a particular habitat or ecosystem,B,"fossil fuels is: non-renewable energy sources formed from the remains of ancient organisms, such as coal, oil, and natural gas",Science,Environment
Which statement correctly describes Charles Darwin's theory of evolution?,the scientific theory that species evolve over generations through natural selection,"the discovery of the first widely used antibiotic, made by Alexander Fleming in 1928",the scientist who developed the first successful smallpox vaccine,"the scientist often called the father of microbiology, known for his pioneering work with microscopes",A,"By definition, Charles Darwin's theory of evolution is: the scientific theory that species evolve over generations through natural selection",Science,Discoveries
"Fill in the blank: ______ refers to ""a device that converts mechanical energy into electrical energy"".",an inclined plane,a generator,friction,boiling point,B,a generator refers to: a device that converts mechanical energy into electrical energy,Science,Physics
What is the chemical formula for Carbon monoxide?,CO,CO2,NaCl,NH3,A,The chemical formula for Carbon monoxide is CO.,Science,Compounds
"Which term matches this description: ""a chemical reaction that absorbs energy, usually as heat, from its surroundings""?",an endothermic reaction,the periodic table,an exothermic reaction,distillation,A,"The description matches an endothermic reaction: a chemical reaction that absorbs energy, usually as heat, from its surroundings",Science,Chemistry
Which element has atomic number 2?,Boron,Sulfur,Helium,Germanium,C,The element with atomic number 2 is Helium.,Science,Periodic Table
What is work in physics?,the transfer of energy that occurs when a force moves an object over a distance,"a physical phenomenon produced by the motion of electric charge, resulting in attractive and repulsive forces","the number of wave cycles that occur per unit of time, measured in hertz",an instrument used to measure electric current,A,work in physics is: the transfer of energy that occurs when a force moves an object over a distance,Science,Physics
What is sublimation?,a force that attracts two bodies with mass toward each other,the bending of light as it passes from one medium to another with a different density,"an electrical circuit in which components are connected across common points, providing multiple current paths",the process by which a solid changes directly into a gas without passing through the liquid state,D,sublimation is: the process by which a solid changes directly into a gas without passing through the liquid state,Science,Physics
Which element has the chemical symbol 'Ba'?,Helium,Argon,Barium,Neon,C,The element with symbol Ba is Barium.,Science,Periodic Table
What is the chemical symbol for Tin?,K,Hg,Sn,Cu,C,The chemical symbol for Tin is Sn.,Science,Periodic Table
Which statement correctly describes Antonie van Leeuwenhoek?,the scientist who developed the first successful smallpox vaccine,"the discovery of the first widely used antibiotic, made by Alexander Fleming in 1928",the scientist known as the father of modern genetics for his work on pea plant inheritance,"the scientist often called the father of microbiology, known for his pioneering work with microscopes",D,"By definition, Antonie van Leeuwenhoek is: the scientist often called the father of microbiology, known for his pioneering work with microscopes",Science,Discoveries
